instance_id,oracle_max_iou,best_gt_id,precision_at_best_gt,recall_at_best_gt,num_points
310,0.0033893596332824003,190,0.9384615384615385,0.003390113096395921,130
311,0.0,2,0.0,0.0,1497
312,0.0006458810404556398,92,0.15618661257606492,0.0006481426924015791,493
313,0.0,2,0.0,0.0,2915
314,0.0,2,0.0,0.0,6586
315,0.0,2,0.0,0.0,42736
316,0.006347601393101899,88,0.2990736656374063,0.0064434581792954014,2267
317,0.9497788162281471,88,0.9711239742778632,0.9773813709930338,105901
318,0.0,2,0.0,0.0,11281
319,0.008562932851550738,60,0.9362139917695473,0.008567931456548347,486
320,0.971418363701322,60,0.9985310319500551,0.9728085867620752,51737
321,0.0,2,0.0,0.0,32070
322,0.0,2,0.0,0.0,389
323,0.0,2,0.0,0.0,1758
324,0.0,2,0.0,0.0,934
325,0.0,2,0.0,0.0,1234
326,0.0,2,0.0,0.0,839
327,0.0,2,0.0,0.0,1435
328,0.0,2,0.0,0.0,3662
329,0.0,2,0.0,0.0,12736
330,0.0,2,0.0,0.0,25270
331,0.0026514094334356684,103,0.46260869565217394,0.0026596010598410238,575
332,0.9875415117227117,103,0.9944032839407289,0.9930610408438734,99880
333,0.0,2,0.0,0.0,980
334,0.0,2,0.0,0.0,507
335,0.0,2,0.0,0.0,2714
336,0.0,2,0.0,0.0,3390
337,0.0,2,0.0,0.0,1025
338,0.0,2,0.0,0.0,26003
339,0.0,2,0.0,0.0,77552
340,0.0,2,0.0,0.0,5512
341,0.0,2,0.0,0.0,3580
342,0.0,2,0.0,0.0,541
343,0.0,2,0.0,0.0,1657
344,0.0,2,0.0,0.0,494
345,0.0,2,0.0,0.0,1448
346,0.0,2,0.0,0.0,3567
347,0.0,2,0.0,0.0,495
348,0.0,2,0.0,0.0,1533
349,0.0,2,0.0,0.0,10945
350,0.0,2,0.0,0.0,697
351,0.0,2,0.0,0.0,2490
352,0.0,2,0.0,0.0,606
353,0.0,2,0.0,0.0,465
354,0.0,2,0.0,0.0,764
355,0.0,2,0.0,0.0,2301
356,0.0,2,0.0,0.0,1869
357,0.0,2,0.0,0.0,2871
358,0.0,2,0.0,0.0,1768
359,0.0,2,0.0,0.0,570
360,0.0,2,0.0,0.0,563
361,0.0,2,0.0,0.0,580
362,0.0,2,0.0,0.0,626
363,0.0,2,0.0,0.0,1199
364,0.0,2,0.0,0.0,1662
365,0.0,2,0.0,0.0,295
366,0.0,2,0.0,0.0,1209
367,0.0,2,0.0,0.0,338
368,0.0,2,0.0,0.0,1360
369,0.0,2,0.0,0.0,844
370,0.0,2,0.0,0.0,3237
371,0.0,2,0.0,0.0,541
